City_ID,City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
473,473,Robertsport,LR,6.7533,-11.3686,77.23,77.23,79,97,10.0,overcast clouds,2022-08-05 23:42:37
475,475,Yining,CN,29.0361,114.5636,84.34,84.34,70,55,2.28,broken clouds,2022-08-05 23:42:38
476,476,Mount Isa,AU,-20.7333,139.5,67.77,67.77,34,75,14.97,broken clouds,2022-08-05 23:42:39
477,477,Dodge City,US,37.7528,-100.0171,101.7,100.22,31,0,17.27,clear sky,2022-08-05 23:42:39
478,478,Lincoln,US,40.8,-96.667,98.51,93.27,38,0,12.66,clear sky,2022-08-05 23:37:49
479,479,Nebbi,UG,2.4783,31.0889,70.29,70.29,68,89,1.81,overcast clouds,2022-08-05 23:42:40
480,480,Franca,BR,-20.5386,-47.4008,68.52,68.52,37,7,1.79,clear sky,2022-08-05 23:42:40
481,481,Sines,PT,37.9562,-8.8698,64.29,64.29,91,13,1.99,few clouds,2022-08-05 23:42:41
482,482,Copiapo,CL,-27.3667,-70.3333,49.69,49.69,59,7,2.73,clear sky,2022-08-05 23:42:41
483,483,Misratah,LY,32.3754,15.0925,80.69,80.69,65,0,8.03,clear sky,2022-08-05 23:42:42
484,484,Amga,RU,60.8953,131.9608,68.88,68.88,63,96,12.95,overcast clouds,2022-08-05 23:42:42
485,485,Kalmunai,LK,7.4167,81.8167,77.11,77.11,69,100,5.7,overcast clouds,2022-08-05 23:42:42
486,486,Nioro,GM,13.35,-15.75,74.3,74.3,96,100,6.06,overcast clouds,2022-08-05 23:42:43
487,487,Inuvik,CA,68.3499,-133.7218,81.46,79.56,31,75,12.66,broken clouds,2022-08-05 23:42:43
488,488,Chaozhou,CN,23.6651,116.6379,80.46,80.46,81,63,2.04,broken clouds,2022-08-05 23:42:44
489,489,Tadine,NC,-21.55,167.8833,75.58,75.58,81,47,11.41,scattered clouds,2022-08-05 23:42:44
490,490,Mbuji-Mayi,CD,-6.15,23.6,75.31,75.31,31,25,2.15,scattered clouds,2022-08-05 23:42:45
491,491,Tanete,ID,-3.9443,119.7848,77.88,77.88,76,13,2.95,few clouds,2022-08-05 23:42:46
492,492,Yulara,AU,-25.2406,130.9889,54.12,54.12,37,0,10.58,clear sky,2022-08-05 23:42:46
493,493,Lorengau,PG,-2.0226,147.2712,82.94,82.94,70,100,2.42,overcast clouds,2022-08-05 23:42:47
494,494,Hovd,MN,48.0056,91.6419,60.42,60.42,60,51,1.21,broken clouds,2022-08-05 23:42:47
495,495,Quelimane,MZ,-17.8786,36.8883,67.95,67.95,88,0,2.3,clear sky,2022-08-05 23:42:47
496,496,Faya,SA,18.3851,42.4509,66.31,63.12,73,99,4.43,overcast clouds,2022-08-05 23:42:48
497,497,Ambovombe,MG,-25.1667,46.0833,62.78,62.78,84,0,7.11,clear sky,2022-08-05 23:42:48
498,498,Gaogou,CN,34.0175,119.1886,86.29,86.29,75,64,5.97,broken clouds,2022-08-05 23:42:49
499,499,Sargatskoye,RU,55.6101,73.4972,58.98,58.98,81,10,4.47,clear sky,2022-08-05 23:42:49
500,500,Urdoma,RU,61.7533,48.5442,61.18,61.18,86,12,3.76,few clouds,2022-08-05 23:42:50
501,501,Batsfjord,NO,70.6345,29.7185,51.58,48.13,71,75,5.75,broken clouds,2022-08-05 23:42:50
502,502,Mayo,US,38.8876,-76.5119,80.98,71.71,87,90,3.0,light rain,2022-08-05 23:42:51
503,503,Ukiah,US,39.1502,-123.2078,89.65,72.16,40,0,14.97,clear sky,2022-08-05 23:42:51
504,504,Hasaki,JP,35.7333,140.8333,77.29,73.8,72,100,6.8,overcast clouds,2022-08-05 23:42:52
505,505,Myaundzha,RU,63.0494,147.1858,60.85,60.85,71,95,10.42,overcast clouds,2022-08-05 23:42:52
506,506,Bontang,ID,0.1333,117.5,76.41,76.41,90,79,9.57,moderate rain,2022-08-05 23:42:53
507,507,Chern,RU,53.4523,36.9145,63.79,63.79,82,43,4.56,scattered clouds,2022-08-05 23:43:53
508,508,Gabi,PH,7.6215,126.092,79.66,79.66,85,71,1.25,broken clouds,2022-08-05 23:43:53
509,509,Santiago,CL,-33.4569,-70.6483,54.86,52.75,49,0,5.75,clear sky,2022-08-05 23:39:51
510,510,Margherita,IN,27.2833,95.6833,76.71,76.71,94,61,2.28,broken clouds,2022-08-05 23:43:54
511,511,Aksarka,RU,66.5606,67.7975,58.26,58.26,87,74,9.19,broken clouds,2022-08-05 23:43:54
512,512,Rio Brilhante,BR,-21.8019,-54.5464,70.84,70.84,57,84,8.01,broken clouds,2022-08-05 23:43:55
513,513,Bang Sai,TH,14.2124,100.4966,79.99,78.76,91,100,1.79,overcast clouds,2022-08-05 23:43:55
514,514,Mersing,MY,2.4312,103.8405,76.91,76.91,88,40,2.3,scattered clouds,2022-08-05 23:43:56
515,515,Kuchinarai,TH,16.541,104.05,75.02,75.02,92,100,7.9,overcast clouds,2022-08-05 23:43:56
516,516,Linxia,CN,35.6003,103.2064,71.65,71.65,67,49,2.84,scattered clouds,2022-08-05 23:43:57
517,517,Sorland,NO,67.667,12.6934,53.46,53.46,85,99,33.55,overcast clouds,2022-08-05 23:43:57
518,518,New Bern,US,35.1085,-77.0441,86.02,82.98,70,0,10.36,clear sky,2022-08-05 23:39:42
519,519,Qandala,SO,11.472,49.8728,88.99,88.99,51,31,10.4,scattered clouds,2022-08-05 23:43:58
520,520,Khuzhir,RU,53.1939,107.3397,54.3,54.3,72,98,9.13,overcast clouds,2022-08-05 23:43:58
521,521,Wilmington,US,34.2257,-77.9447,84.94,82.85,72,20,8.05,few clouds,2022-08-05 23:43:02
522,522,Santa Maria,BR,-29.6842,-53.8069,47.5,47.5,100,0,2.3,clear sky,2022-08-05 23:40:23
523,523,Aromashevo,RU,56.8602,68.6375,62.56,62.56,71,47,5.17,scattered clouds,2022-08-05 23:43:59
524,524,Jalu,LY,29.0331,21.5482,83.8,83.8,36,0,14.83,clear sky,2022-08-05 23:44:00
525,525,Digha,IN,21.6833,87.55,82.24,82.24,85,100,4.0,overcast clouds,2022-08-05 23:44:00
526,526,Ostrovnoy,RU,68.0531,39.5131,60.6,60.6,87,92,16.91,overcast clouds,2022-08-05 23:44:01
527,527,Vuktyl,RU,63.8567,57.3094,64.33,64.33,73,100,3.27,overcast clouds,2022-08-05 23:44:01
528,528,Zhangye,CN,38.9342,100.4517,78.12,78.12,36,73,10.47,broken clouds,2022-08-05 23:44:02
529,529,Maragogi,BR,-9.0122,-35.2225,72.5,72.5,87,24,5.66,few clouds,2022-08-05 23:44:02
530,530,Warrensburg,US,38.7628,-93.7361,91.47,86.81,57,0,6.91,clear sky,2022-08-05 23:44:03
531,531,Phuket,TH,8.0,98.25,82.62,82.62,78,20,12.66,few clouds,2022-08-05 23:43:33
532,532,Estelle,US,29.8458,-90.1067,86.0,80.01,76,75,6.91,broken clouds,2022-08-05 23:44:04
533,533,Saint-Leu,RE,-21.15,55.2833,66.31,59.58,73,15,2.51,light rain,2022-08-05 23:44:04
534,534,Miles City,US,46.4083,-105.8406,81.57,81.57,21,100,13.8,overcast clouds,2022-08-05 23:44:05
535,535,Jeremie,HT,18.65,-74.1167,81.79,81.79,77,58,2.06,broken clouds,2022-08-05 23:44:05
536,536,Visnes,NO,59.3556,5.2242,55.22,53.65,76,100,17.27,light rain,2022-08-05 23:44:06
537,537,La Ronge,CA,55.1001,-105.2842,59.25,59.22,55,75,12.66,broken clouds,2022-08-05 23:44:07
538,538,Schleswig,DE,54.5167,9.55,55.06,49.75,88,15,4.61,few clouds,2022-08-05 23:44:07
539,539,Ajdabiya,LY,30.7554,20.2263,77.95,77.95,66,0,9.01,clear sky,2022-08-05 23:44:07
540,540,Tukrah,LY,32.5341,20.5791,78.17,78.17,76,0,3.53,clear sky,2022-08-05 23:44:08
541,541,Zahir Pir,PK,28.8124,70.524,86.32,86.32,66,100,11.74,overcast clouds,2022-08-05 23:44:08
542,542,Shimanovsk,RU,52.0,127.7,66.43,66.43,69,91,14.03,overcast clouds,2022-08-05 23:44:09
543,543,Komsomolskiy,UZ,40.4272,71.7189,74.23,74.23,36,17,2.93,few clouds,2022-08-05 23:40:56
544,544,Krasnoselkup,RU,65.7,82.4667,55.47,55.47,79,65,4.41,broken clouds,2022-08-05 23:44:10
545,545,Hamza,UZ,40.4264,71.4956,74.7,74.7,35,21,1.63,few clouds,2022-08-05 23:44:10
546,546,Kilindoni,TZ,-7.9139,39.6668,73.92,73.92,71,1,10.76,clear sky,2022-08-05 23:44:10
547,547,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,42.66,70,75,17.27,broken clouds,2022-08-05 23:44:11
548,548,Faribault,US,44.295,-93.2688,85.98,81.64,54,40,10.36,scattered clouds,2022-08-05 23:44:11
549,549,Tilichiki,RU,60.4667,166.1,55.54,55.54,80,100,2.35,overcast clouds,2022-08-05 23:44:12
550,550,Sabang,ID,5.8933,95.3214,82.06,82.06,73,100,19.35,overcast clouds,2022-08-05 23:45:12
551,551,Ojinaga,MX,29.5667,-104.4167,101.57,101.35,25,0,10.36,clear sky,2022-08-05 23:45:13
552,552,Gazanjyk,TM,39.2446,55.5154,87.04,87.04,24,4,10.92,clear sky,2022-08-05 23:45:13
553,553,Kaoma,ZM,-14.7833,24.8,56.66,56.66,48,3,5.84,clear sky,2022-08-05 23:45:14
554,554,Pueblo Nuevo,MX,23.3833,-105.3833,62.94,62.94,88,76,3.62,broken clouds,2022-08-05 23:45:14
555,555,Osa,RU,57.2829,55.4567,63.99,63.99,71,75,1.81,broken clouds,2022-08-05 23:45:14
556,556,Nisia Floresta,BR,-6.0911,-35.2086,75.58,74.21,88,4,7.99,clear sky,2022-08-05 23:41:19
557,557,Beloha,MG,-25.1667,45.05,67.96,67.96,67,71,6.13,broken clouds,2022-08-05 23:45:15
558,558,Temizhbekskaya,RU,45.4456,40.845,70.09,70.09,65,53,8.25,broken clouds,2022-08-05 23:45:16
559,559,Abu Zabad,SD,12.35,29.25,76.48,76.48,79,100,4.74,light rain,2022-08-05 23:45:16
560,560,Yabelo,ET,4.8833,38.0833,57.56,57.56,71,60,7.31,broken clouds,2022-08-05 23:45:17
561,561,Russell,US,32.3502,-85.1999,91.0,88.12,58,0,3.44,clear sky,2022-08-05 23:45:17
562,562,Jining,CN,35.405,116.5814,85.44,85.44,79,0,6.62,clear sky,2022-08-05 23:45:18
563,563,Kalininskaya,RU,45.4822,38.6628,68.67,68.67,78,2,7.49,clear sky,2022-08-05 23:45:18
564,564,Beyneu,KZ,45.3167,55.2,79.25,79.25,38,17,6.82,few clouds,2022-08-05 23:45:19
565,565,Flinders,AU,-34.5833,150.8552,63.37,56.25,57,2,10.0,clear sky,2022-08-05 23:45:19
566,566,Aitape,PG,-3.1374,142.3475,81.9,81.9,72,100,2.39,overcast clouds,2022-08-05 23:45:19
567,567,Biltine,TD,14.5333,20.9167,80.24,80.24,69,47,7.36,scattered clouds,2022-08-05 23:45:20
568,568,Mitsamiouli,KM,-11.3847,43.2844,73.15,73.15,72,2,0.51,clear sky,2022-08-05 23:45:20
569,569,Ranong,TH,9.9658,98.6348,78.73,78.73,86,99,10.83,overcast clouds,2022-08-05 23:45:21
570,570,Haysyn,UA,48.8114,29.3898,63.77,63.77,90,0,6.55,clear sky,2022-08-05 23:45:21
571,571,Bulungu,CD,-4.55,18.6,77.86,77.86,29,56,2.64,broken clouds,2022-08-05 23:45:23
572,572,Palaikastron,GR,35.2,26.25,78.03,78.03,64,0,23.22,clear sky,2022-08-05 23:45:24
573,573,Maxixe,MZ,-23.8597,35.3472,66.76,66.76,89,0,5.53,clear sky,2022-08-05 23:45:24
574,574,Ixtapa,MX,20.7,-105.2,85.23,81.63,78,75,8.05,broken clouds,2022-08-05 23:45:25
575,575,Oriximina,BR,-1.7656,-55.8661,79.02,79.02,69,37,3.71,scattered clouds,2022-08-05 23:45:25
576,576,Saint-Joseph,RE,-21.3667,55.6167,65.21,59.11,71,25,5.88,scattered clouds,2022-08-05 23:45:26
577,577,Urumqi,CN,43.801,87.6005,77.95,77.95,47,83,4.47,broken clouds,2022-08-05 23:42:02
578,578,Bijie,CN,27.3125,105.2942,67.21,67.21,91,95,3.13,overcast clouds,2022-08-05 23:45:26
579,579,Jizan,SA,17.3333,42.6667,85.14,85.14,67,98,9.24,overcast clouds,2022-08-05 23:45:27
580,580,Bezhanitsy,RU,56.9767,29.8907,66.69,66.69,85,38,5.93,scattered clouds,2022-08-05 23:45:27
581,581,Sol-Iletsk,RU,51.1631,54.9918,66.78,66.78,54,80,8.72,broken clouds,2022-08-05 23:45:28
582,582,Semnan,IR,35.5729,53.3971,82.24,82.24,30,0,2.3,clear sky,2022-08-05 23:45:28
583,583,Segezha,RU,63.7415,34.3222,62.01,62.01,77,59,9.44,broken clouds,2022-08-05 23:45:28
584,584,Tingi,TZ,-11.3,35.0333,57.74,57.74,57,6,3.13,clear sky,2022-08-05 23:45:29
585,585,Deputatskiy,RU,69.3,139.9,50.88,50.88,66,99,4.18,overcast clouds,2022-08-05 23:45:29
586,586,Baindur,IN,13.8667,74.6333,77.4,77.4,92,100,15.77,overcast clouds,2022-08-05 23:45:30
587,587,San Luis,AR,-33.295,-66.3356,55.99,55.99,46,43,5.99,scattered clouds,2022-08-05 23:42:50
588,588,Beidao,CN,34.5686,105.8933,77.27,77.27,76,58,4.61,broken clouds,2022-08-05 23:45:30
589,589,Altay,CN,47.8667,88.1167,64.33,64.33,41,65,3.89,broken clouds,2022-08-05 23:45:31
590,590,Erzin,TR,36.9559,36.2,75.06,75.06,89,0,0.67,clear sky,2022-08-05 23:45:31
591,591,Upata,VE,8.0086,-62.3989,71.55,71.55,96,90,3.78,overcast clouds,2022-08-05 23:45:32
592,592,Sibolga,ID,1.7427,98.7792,75.83,75.83,77,88,3.15,overcast clouds,2022-08-05 23:45:33
593,593,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.38,82.38,51,41,2.84,scattered clouds,2022-08-05 23:45:33
594,594,Brae,GB,60.3964,-1.353,51.21,51.21,78,86,14.05,overcast clouds,2022-08-05 23:45:34
595,595,Durango,MX,24.8333,-104.8333,74.77,74.77,41,74,11.5,broken clouds,2022-08-05 23:43:51
596,596,Bahia Blanca,AR,-38.7196,-62.2724,46.56,46.56,52,95,4.99,overcast clouds,2022-08-05 23:45:34
597,597,Mercedes,AR,-34.6515,-59.4307,50.86,49.03,53,4,5.57,clear sky,2022-08-05 23:45:35
598,598,Yangambi,CD,0.8102,24.4336,71.13,71.13,95,72,1.54,broken clouds,2022-08-05 23:46:35
599,599,Belfast,GB,54.5833,-5.9333,55.22,50.47,72,32,4.61,scattered clouds,2022-08-05 23:46:01
600,600,Black River,JM,18.0264,-77.8487,81.59,81.59,76,84,2.44,broken clouds,2022-08-05 23:46:36
601,601,Waipawa,NZ,-41.4122,175.5153,54.55,54.55,68,100,16.44,overcast clouds,2022-08-05 23:46:36
602,602,Traverse City,US,44.7631,-85.6206,86.11,78.03,54,40,6.91,scattered clouds,2022-08-05 23:46:32
603,603,Atbasar,KZ,51.8,68.3333,59.58,59.58,63,72,8.46,broken clouds,2022-08-05 23:46:37
604,604,Mweka,CD,-4.85,21.5667,70.3,70.3,35,18,0.92,few clouds,2022-08-05 23:46:37
605,605,Esso,RU,55.9333,158.7,70.52,70.52,56,9,1.92,clear sky,2022-08-05 23:46:38
606,606,Sooke,CA,48.3746,-123.7276,78.78,62.17,56,14,3.44,few clouds,2022-08-05 23:46:38
607,607,Torbay,CA,47.6666,-52.7314,70.57,65.39,80,75,24.16,broken clouds,2022-08-05 23:46:39
608,608,Chaoyang,CN,41.5703,120.4586,83.26,83.26,67,94,3.15,overcast clouds,2022-08-05 23:46:40
609,609,Atambua,ID,-9.1061,124.8925,75.74,75.74,71,98,2.8,overcast clouds,2022-08-05 23:46:40
610,610,Kailua,US,21.4022,-157.7394,85.41,81.64,72,40,10.36,scattered clouds,2022-08-05 23:42:51
611,611,Pacific Grove,US,36.6177,-121.9166,74.8,62.49,77,75,12.66,broken clouds,2022-08-05 23:43:28
612,612,Vila,PT,42.0304,-8.1588,60.69,59.88,78,73,5.64,broken clouds,2022-08-05 23:46:41
613,613,Arica,CL,-18.475,-70.3042,60.35,59.23,82,100,3.44,overcast clouds,2022-08-05 23:46:41
614,614,Caxito,AO,-8.5785,13.6643,64.49,64.49,92,31,0.47,scattered clouds,2022-08-05 23:46:42
615,615,Xunchang,CN,28.4543,104.715,76.8,76.8,89,87,2.37,overcast clouds,2022-08-05 23:46:42
616,616,Zonguldak,TR,41.25,31.8333,61.34,61.34,97,28,2.17,scattered clouds,2022-08-05 23:46:43
617,617,San Jose,US,37.3394,-121.895,88.48,64.4,53,40,19.57,scattered clouds,2022-08-05 23:44:33
618,618,Khorol,UA,49.7837,33.2783,63.19,63.19,89,0,7.87,clear sky,2022-08-05 23:46:44
619,619,Yumen,CN,40.2833,97.2,77.05,77.05,31,94,15.3,overcast clouds,2022-08-05 23:46:44
620,620,Champerico,GT,14.3,-91.9167,86.54,86.54,77,72,9.1,broken clouds,2022-08-05 23:46:44
621,621,Tautira,PF,-17.7333,-149.15,76.08,76.08,82,94,27.18,moderate rain,2022-08-05 23:46:45
622,622,Acarau,BR,-2.8856,-40.12,78.12,78.12,83,6,16.33,clear sky,2022-08-05 23:46:45
623,623,Eureka,US,40.8021,-124.1637,80.67,65.01,77,34,5.99,scattered clouds,2022-08-05 23:43:17
624,624,Kavaratti,IN,10.5669,72.642,80.35,80.35,81,100,21.88,moderate rain,2022-08-05 23:46:46
625,625,Sand Springs,US,36.1398,-96.1089,98.71,94.71,47,0,9.22,clear sky,2022-08-05 23:45:03
626,626,Conversano,IT,40.9662,17.1148,80.55,69.62,41,0,2.26,clear sky,2022-08-05 23:46:47
627,627,Richards Bay,ZA,-28.783,32.0377,62.44,62.44,93,0,5.06,clear sky,2022-08-05 23:46:47
628,628,Tocopilla,CL,-22.092,-70.1979,59.79,59.79,66,49,2.35,scattered clouds,2022-08-05 23:46:47
629,629,Ihosy,MG,-22.4,46.1167,56.01,56.01,77,20,3.8,few clouds,2022-08-05 23:46:48
630,630,Sandwick,GB,60.0,-1.25,53.42,53.42,76,40,11.5,scattered clouds,2022-08-05 23:46:48
631,631,Husavik,IS,66.0449,-17.3389,49.1,49.1,77,14,0.58,few clouds,2022-08-05 23:46:49
632,632,Bajil,YE,15.0584,43.2851,86.85,86.85,59,99,3.74,overcast clouds,2022-08-05 23:46:49
633,633,Kununurra,AU,-15.7667,128.7333,76.98,76.98,38,76,6.91,broken clouds,2022-08-05 23:45:34
634,634,Ahipara,NZ,-35.1667,173.1667,60.87,60.87,66,69,7.0,broken clouds,2022-08-05 23:46:50
635,635,Talcahuano,CL,-36.7167,-73.1167,51.48,51.48,100,100,5.75,light intensity drizzle,2022-08-05 23:46:51
636,636,Bogatyye Saby,RU,56.0102,50.4483,67.17,67.17,66,86,2.68,overcast clouds,2022-08-05 23:46:51
637,637,Basco,PH,20.4487,121.9702,83.95,83.95,77,48,15.48,scattered clouds,2022-08-05 23:46:52
638,638,Hailar,CN,49.2,119.7,67.78,67.78,61,33,13.38,scattered clouds,2022-08-05 23:46:52
639,639,New Richmond,US,45.123,-92.5366,85.84,81.28,52,0,13.8,clear sky,2022-08-05 23:43:52
640,640,Ilave,PE,-16.0833,-69.6667,45.36,45.36,55,95,2.51,overcast clouds,2022-08-05 23:46:53
641,641,Marzuq,YE,14.4,46.4667,80.35,80.35,55,80,5.99,broken clouds,2022-08-05 23:47:53
642,642,Kapit,MY,2.0167,112.9333,73.04,73.04,99,100,2.24,light rain,2022-08-05 23:47:54
643,643,Hobyo,SO,5.3505,48.5268,75.7,75.7,84,87,25.77,overcast clouds,2022-08-05 23:47:54
644,644,Mangai,CD,-4.05,19.5333,77.74,77.74,43,72,1.19,broken clouds,2022-08-05 23:47:55
645,645,Sambava,MG,-14.2667,50.1667,64.24,64.24,87,14,8.28,few clouds,2022-08-05 23:47:55
646,646,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.19,76.19,77,42,2.77,scattered clouds,2022-08-05 23:47:56
647,647,Villarrica,PY,-25.75,-56.4333,55.78,55.78,66,0,6.26,clear sky,2022-08-05 23:47:56
648,648,Antsohihy,MG,-14.8796,47.9875,62.6,62.6,71,0,4.74,clear sky,2022-08-05 23:47:57
649,649,Nemuro,JP,43.3236,145.575,59.34,59.34,77,100,7.36,overcast clouds,2022-08-05 23:47:57
650,650,Shar,KZ,49.5886,81.0453,55.56,55.56,54,2,5.93,clear sky,2022-08-05 23:47:57
651,651,Ville-Marie,CA,47.3335,-79.433,68.56,68.56,65,4,3.98,clear sky,2022-08-05 23:47:58
652,652,Alta Floresta,BR,-9.8756,-56.0861,78.35,78.35,37,23,4.07,few clouds,2022-08-05 23:47:59
653,653,Tibiri,NE,13.5627,7.0485,80.46,80.46,65,69,12.39,broken clouds,2022-08-05 23:47:59
654,654,Tupik,RU,54.4253,119.9327,60.73,60.73,70,91,2.37,overcast clouds,2022-08-05 23:47:59
655,655,Francisco Sa,BR,-16.4758,-43.4883,77.14,77.14,33,24,3.29,few clouds,2022-08-05 23:48:00
656,656,Kungsbacka,SE,57.4872,12.0761,62.08,53.74,70,0,18.01,clear sky,2022-08-05 23:48:00
657,657,Diu,IN,20.7141,70.9822,79.16,79.16,88,100,6.78,overcast clouds,2022-08-05 23:48:01
658,658,Rybachiy,RU,48.7073,44.7449,73.26,72.57,32,100,8.61,overcast clouds,2022-08-05 23:48:01
659,659,Takoradi,GH,4.8845,-1.7554,72.27,72.27,84,38,6.42,scattered clouds,2022-08-05 23:48:02
660,660,Leticia,CO,-4.2153,-69.9406,80.65,80.58,83,75,3.44,broken clouds,2022-08-05 23:48:02
