City_ID,City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,288,Guerrero Negro,27.9769,-114.0611,68.27,83,74,13.31,MX,2022-07-28 05:28:53
289,289,Geraldton,-28.7667,114.6,72.01,60,40,11.5,AU,2022-07-28 05:19:22
290,290,Nizhnevartovsk,60.9344,76.5531,66.22,72,0,7.0,RU,2022-07-28 05:25:09
291,291,Coquimbo,-29.9533,-71.3436,51.53,100,40,2.3,CL,2022-07-28 05:28:53
292,292,Nabire,-3.3667,135.4833,83.26,76,22,2.24,ID,2022-07-28 05:25:06
293,293,Manzanillo,20.3433,-77.1167,75.88,90,30,11.27,CU,2022-07-28 05:28:54
294,294,Akcakoca,41.0866,31.1162,72.81,55,0,2.17,TR,2022-07-28 05:28:55
296,296,Husavik,66.0449,-17.3389,51.96,78,21,9.42,IS,2022-07-28 05:28:55
297,297,Bengkulu,-3.8004,102.2655,85.37,65,46,5.84,ID,2022-07-28 05:28:56
298,298,Clyde River,70.4692,-68.5914,37.63,100,100,9.22,CA,2022-07-28 05:26:59
299,299,Paamiut,61.994,-49.6678,42.64,86,53,14.76,GL,2022-07-28 05:28:56
300,300,Mandan,46.8267,-100.8896,62.58,79,0,6.91,US,2022-07-28 05:28:57
302,302,Half Moon Bay,37.4636,-122.4286,64.81,85,100,16.11,US,2022-07-28 05:28:57
303,303,Pindushi,62.9152,34.58,63.34,69,97,6.24,RU,2022-07-28 05:28:58
304,304,Dalvik,65.9702,-18.5286,51.73,80,5,11.3,IS,2022-07-28 05:28:59
305,305,Kenai,60.5544,-151.2583,68.09,55,0,4.61,US,2022-07-28 05:28:59
306,306,Mitsamiouli,-11.3847,43.2844,79.09,57,20,2.3,KM,2022-07-28 05:29:00
307,307,Pitimbu,-7.4706,-34.8086,70.39,87,90,8.86,BR,2022-07-28 05:29:00
308,308,Inirida,3.8653,-67.9239,72.54,98,95,2.21,CO,2022-07-28 05:29:00
309,309,Luwuk,-0.9516,122.7875,81.9,82,95,7.76,ID,2022-07-28 05:29:01
310,310,Champagnole,46.7445,5.9135,63.48,82,0,3.18,FR,2022-07-28 05:29:01
311,311,Heihe,50.2441,127.4902,77.58,43,100,14.32,CN,2022-07-28 05:29:02
312,312,Yaan,7.3833,8.5667,70.27,98,100,4.05,NG,2022-07-28 05:29:02
313,313,Uyuni,-20.4597,-66.825,41.56,28,25,3.51,BO,2022-07-28 05:29:03
314,314,Fukue,32.6881,128.8419,88.16,74,75,9.22,JP,2022-07-28 05:30:03
315,315,Northam,51.0333,-4.2167,55.38,78,100,2.42,GB,2022-07-28 05:30:04
316,316,Haines Junction,60.7522,-137.5108,51.75,93,100,1.14,CA,2022-07-28 05:30:05
317,317,Basco,20.4487,121.9702,86.23,75,90,13.58,PH,2022-07-28 05:30:05
318,318,Shache,38.4167,77.2406,102.0,11,9,9.48,CN,2022-07-28 05:30:06
319,319,Biak,-0.9131,122.8766,79.18,81,97,8.12,ID,2022-07-28 05:30:06
320,320,Porto Novo,6.4965,2.6036,75.54,85,100,10.0,BJ,2022-07-28 05:30:06
321,321,Saskylakh,71.9167,114.0833,76.01,45,89,6.49,RU,2022-07-28 05:30:07
322,322,Taltal,-25.4,-70.4833,58.55,80,99,3.15,CL,2022-07-28 05:30:07
323,323,Talara,-4.5772,-81.2719,63.88,85,57,17.27,PE,2022-07-28 05:30:08
324,324,Ulladulla,-35.35,150.4667,57.22,69,56,6.04,AU,2022-07-28 05:30:08
325,325,Shahreza,32.0339,51.8794,81.9,48,43,2.93,IR,2022-07-28 05:30:09
326,326,Ormara,25.2088,64.6357,82.98,81,100,9.84,PK,2022-07-28 05:30:09
327,327,Lubango,-14.9172,13.4925,57.06,28,0,4.61,AO,2022-07-28 05:30:10
328,328,Henties Bay,-22.116,14.2845,52.77,83,1,1.03,,2022-07-28 05:30:10
329,329,Kourou,5.1552,-52.6478,75.11,93,97,4.5,GF,2022-07-28 05:30:11
330,330,Teahupoo,-17.8333,-149.2667,71.56,77,52,26.37,PF,2022-07-28 05:30:11
331,331,Bambous Virieux,-20.3428,57.7575,74.21,78,40,11.5,MU,2022-07-28 05:30:12
332,332,Gigmoto,13.7796,124.39,88.11,67,100,7.76,PH,2022-07-28 05:30:13
333,333,Pajan,-1.5667,-80.4167,69.53,91,97,3.27,EC,2022-07-28 05:30:13
334,334,Myrtle Beach,33.6891,-78.8867,81.09,85,0,9.22,US,2022-07-28 05:28:06
335,335,Kiunga,-6.1219,141.2906,80.35,92,82,3.62,PG,2022-07-28 05:30:14
336,336,Sfantu Gheorghe,45.8667,25.7833,69.26,80,61,2.64,RO,2022-07-28 05:30:14
337,337,Malaya Serdoba,52.4661,44.9512,77.59,58,17,5.5,RU,2022-07-28 05:30:15
338,338,Meulaboh,4.1363,96.1285,85.01,64,84,5.91,ID,2022-07-28 05:30:15
339,339,Tahe,52.3333,124.7333,76.3,64,100,5.61,CN,2022-07-28 05:30:16
340,340,Bahia Blanca,-38.7196,-62.2724,42.24,90,34,7.2,AR,2022-07-28 05:30:16
341,341,Anloga,5.7947,0.8973,75.67,87,100,16.53,GH,2022-07-28 05:30:17
342,342,Champerico,14.3,-91.9167,78.42,83,77,3.49,GT,2022-07-28 05:30:17
343,343,Gornopravdinsk,60.05,69.9,67.19,51,100,9.93,RU,2022-07-28 05:30:18
344,344,Sumbe,-11.2061,13.8437,66.97,90,95,5.01,AO,2022-07-28 05:30:19
345,345,Iroquois Falls,48.7669,-80.6831,58.19,99,84,5.26,CA,2022-07-28 05:30:19
346,346,Itaituba,-4.2761,-55.9836,77.16,63,77,1.63,BR,2022-07-28 05:30:19
347,347,Ryotsu,38.0833,138.4333,81.48,72,34,5.64,JP,2022-07-28 05:30:20
348,348,Kargat,55.1956,80.2811,83.73,41,28,9.1,RU,2022-07-28 05:30:21
349,349,Brae,60.3964,-1.353,53.55,76,55,7.07,GB,2022-07-28 05:30:21
351,351,Najran,17.4924,44.1277,86.65,44,95,2.51,SA,2022-07-28 05:30:22
352,352,Yalvac,38.2956,31.1778,79.02,29,0,7.29,TR,2022-07-28 05:30:23
353,353,Saint Anthony,45.0205,-93.218,71.49,59,0,14.97,US,2022-07-28 05:30:23
354,354,Mackenzie,55.2999,-123.1698,70.02,68,0,2.3,CA,2022-07-28 05:30:24
355,355,Jinxiang,27.4327,120.6062,87.91,61,99,8.03,CN,2022-07-28 05:30:24
356,356,La Ronge,55.1001,-105.2842,57.45,72,20,3.44,CA,2022-07-28 05:30:25
357,357,Konskie,51.1917,20.4061,62.24,51,43,4.61,PL,2022-07-28 05:30:25
358,358,Mezhdurechensk,53.6942,88.0603,78.28,40,49,3.47,RU,2022-07-28 05:31:26
359,359,Kasongo-Lunda,-6.4667,16.8167,66.25,47,36,1.43,CD,2022-07-28 05:31:26
360,360,Lodja,-3.4833,23.4333,75.04,74,81,2.17,CD,2022-07-28 05:31:27
361,361,Puerto Escondido,15.85,-97.0667,76.84,89,75,5.17,MX,2022-07-28 05:31:27
362,362,Port Keats,-14.25,129.55,89.53,24,18,4.92,AU,2022-07-28 05:31:28
363,363,Hambantota,6.1241,81.1185,82.74,89,75,9.22,LK,2022-07-28 05:31:28
364,364,Villarrica,-25.75,-56.4333,66.43,69,66,3.67,PY,2022-07-28 05:31:29
365,365,Igarka,67.4667,86.5833,61.65,66,96,10.02,RU,2022-07-28 05:31:29
366,366,Erenhot,43.6475,111.9767,90.88,15,9,13.65,CN,2022-07-28 05:31:30
367,367,Lasa,46.6166,10.7002,63.48,86,58,2.98,IT,2022-07-28 05:31:30
368,368,Mindelo,16.8901,-24.9804,78.35,83,40,9.22,CV,2022-07-28 05:31:31
369,369,Sinnamary,5.3833,-52.95,75.87,88,96,5.5,GF,2022-07-28 05:31:31
370,370,Pochutla,15.7432,-96.4661,76.82,94,55,3.87,MX,2022-07-28 05:31:32
371,371,Bambari,5.768,20.6757,70.72,96,99,0.6,CF,2022-07-28 05:31:32
372,372,Gunjur,13.2019,-16.7339,78.87,94,40,4.61,GM,2022-07-28 05:31:33
373,373,San Policarpo,12.1791,125.5072,88.81,65,100,9.55,PH,2022-07-28 05:31:33
374,374,Lazo,43.3817,133.9014,88.84,52,29,6.13,RU,2022-07-28 05:31:34
375,375,Richards Bay,-28.783,32.0377,65.23,79,77,3.69,ZA,2022-07-28 05:31:34
376,376,Presidencia Roque Saenz Pena,-26.7852,-60.4388,72.54,41,89,5.37,AR,2022-07-28 05:31:35
377,377,Vallenar,-28.5708,-70.7581,58.41,62,94,1.83,CL,2022-07-28 05:31:35
378,378,Tommot,58.9564,126.2925,85.95,47,2,9.42,RU,2022-07-28 05:31:36
379,379,Adrar,20.5022,-10.0711,92.35,9,0,9.82,MR,2022-07-28 05:31:36
380,380,Sechura,-5.5569,-80.8222,63.09,82,49,13.35,PE,2022-07-28 05:31:37
381,381,Belyy Yar,53.6039,91.3903,73.29,54,0,4.47,RU,2022-07-28 05:31:37
382,382,Storforshei,66.4043,14.5233,51.66,76,75,10.36,NO,2022-07-28 05:31:38
383,383,Labuhan,-6.8844,112.2051,87.4,58,86,8.19,ID,2022-07-28 05:31:38
384,384,Channel-Port Aux Basques,47.5702,-59.1367,59.86,92,36,7.18,CA,2022-07-28 05:31:39
385,385,Barda,40.3744,47.1267,78.08,42,54,3.98,AZ,2022-07-28 05:31:39
386,386,Hervey Bay,-25.2986,152.8535,65.7,60,3,10.04,AU,2022-07-28 05:31:40
387,387,Kharabali,47.4196,47.2568,76.66,59,77,8.25,RU,2022-07-28 05:31:40
388,388,Slave Lake,55.2834,-114.769,69.78,83,0,3.44,CA,2022-07-28 05:31:41
389,389,Baghdad,33.3406,44.4009,93.11,17,0,11.5,IQ,2022-07-28 05:28:17
390,390,Winneba,5.3511,-0.6231,74.03,86,81,13.13,GH,2022-07-28 05:31:41
391,391,Arona,28.0996,-16.681,70.92,84,0,6.91,ES,2022-07-28 05:31:42
392,392,Ladovskaya Balka,45.6297,41.4023,72.57,43,2,5.79,RU,2022-07-28 05:31:42
393,393,Alyangula,-13.8483,136.4192,77.0,63,15,13.35,AU,2022-07-28 05:31:43
394,394,Laje,-10.1833,-40.9667,60.8,91,0,5.77,BR,2022-07-28 05:31:43
395,395,Palmer,42.1584,-72.3287,69.21,80,0,3.44,US,2022-07-28 05:31:28
396,396,Soyo,-6.1349,12.3689,69.28,87,87,4.07,AO,2022-07-28 05:31:44
397,397,Gualan,15.1333,-89.3667,72.99,99,97,0.4,GT,2022-07-28 05:31:45
399,399,Camacha,33.0833,-16.3333,67.42,83,40,16.11,PT,2022-07-28 05:31:46
400,400,Tocopilla,-22.092,-70.1979,60.35,72,95,8.9,CL,2022-07-28 05:31:46
401,401,Vila Do Maio,15.1333,-23.2167,77.79,83,98,7.4,CV,2022-07-28 05:31:46
402,402,Bathsheba,13.2167,-59.5167,81.21,88,40,19.57,BB,2022-07-28 05:31:47
403,403,Oktyabrskiy,54.4815,53.471,70.84,58,36,8.5,RU,2022-07-28 05:31:47
405,405,Kitami,43.8031,143.8908,71.06,79,86,7.07,JP,2022-07-28 05:31:48
406,406,Bubaque,11.2833,-15.8333,79.72,79,99,12.24,GW,2022-07-28 05:31:49
407,407,Hirara,24.8,125.2833,91.26,70,40,14.97,JP,2022-07-28 05:32:49
408,408,Xining,36.6167,101.7667,75.79,33,2,3.94,CN,2022-07-28 05:29:08
409,409,Zyryanka,65.75,150.85,61.25,35,100,10.27,RU,2022-07-28 05:32:50
410,410,Kigorobya,1.6162,31.3089,70.27,78,93,8.05,UG,2022-07-28 05:32:50
411,411,Pahrump,36.2083,-115.9839,86.05,45,50,5.01,US,2022-07-28 05:29:23
412,412,Kilakarai,9.2333,78.7833,86.07,65,57,9.6,IN,2022-07-28 05:32:51
413,413,Khujner,23.7833,76.6,79.93,79,100,7.43,IN,2022-07-28 05:32:51
414,414,Torgau,51.5667,13.0,57.11,58,61,4.23,DE,2022-07-28 05:32:52
415,415,Touros,-5.1989,-35.4608,71.91,85,42,13.44,BR,2022-07-28 05:32:52
416,416,Poum,-20.2333,164.0167,72.97,71,58,15.59,NC,2022-07-28 05:32:53
417,417,Peniche,39.3558,-9.3811,66.29,91,19,9.31,PT,2022-07-28 05:32:53
418,418,Yerbogachen,61.2767,108.0108,79.63,61,32,4.54,RU,2022-07-28 05:32:54
419,419,Wau,7.7029,27.9953,72.68,88,100,2.37,SS,2022-07-28 05:32:54
420,420,Bell Ville,-32.6259,-62.6887,50.67,84,100,17.11,AR,2022-07-28 05:32:55
421,421,San Isidro,-12.1167,-77.05,60.01,89,100,8.05,PE,2022-07-28 05:32:55
422,422,Lukovetskiy,64.2956,41.9211,73.76,65,69,5.7,RU,2022-07-28 05:32:56
423,423,Asheville,35.6009,-82.554,74.17,92,0,3.44,US,2022-07-28 05:31:29
424,424,Kaohsiung,22.6163,120.3133,93.15,68,40,9.22,TW,2022-07-28 05:28:39
425,425,Kieta,-6.2167,155.6333,83.48,72,6,7.25,PG,2022-07-28 05:32:56
426,426,Ampanihy,-24.7,44.75,66.85,59,0,8.9,MG,2022-07-28 05:32:57
427,427,Coruripe,-10.1256,-36.1756,70.83,88,26,5.37,BR,2022-07-28 05:32:57
429,429,Dongsheng,39.8161,109.9776,83.86,23,0,6.76,CN,2022-07-28 05:32:58
430,430,Rawson,-43.3002,-65.1023,40.3,78,38,16.75,AR,2022-07-28 05:32:59
431,431,Maine-Soroa,13.2114,12.0241,79.12,73,100,8.41,NE,2022-07-28 05:32:59
432,432,Feicheng,35.2606,117.9675,87.35,67,80,7.45,CN,2022-07-28 05:33:00
433,433,Baruun-Urt,46.6806,113.2792,75.92,31,23,2.75,MN,2022-07-28 05:33:00
434,434,Am Timan,11.0297,20.2827,71.4,95,100,2.55,TD,2022-07-28 05:33:01
435,435,Trairi,-3.2778,-39.2689,75.99,84,95,10.33,BR,2022-07-28 05:31:17
436,436,Havelock,34.8791,-76.9013,81.95,89,63,4.0,US,2022-07-28 05:33:01
437,437,Cap Malheureux,-19.9842,57.6142,74.46,68,2,8.01,MU,2022-07-28 05:33:02
439,439,Susice,49.2311,13.5202,66.97,79,87,3.74,CZ,2022-07-28 05:33:03
440,440,Hofn,64.2539,-15.2082,52.86,94,100,20.31,IS,2022-07-28 05:33:03
441,441,Flin Flon,54.7682,-101.865,54.66,66,39,6.49,CA,2022-07-28 05:33:04
442,442,Celestun,20.8667,-90.4,77.27,88,96,12.64,MX,2022-07-28 05:33:04
443,443,Koflach,47.0667,15.0833,62.78,82,10,1.72,AT,2022-07-28 05:33:05
444,444,Boguchany,58.3814,97.4531,59.5,96,100,2.17,RU,2022-07-28 05:33:06
445,445,Maryborough,-25.5333,152.7,65.5,62,5,4.83,AU,2022-07-28 05:31:45
446,446,Shu,43.5983,73.7614,93.0,20,64,11.14,KZ,2022-07-28 05:33:06
447,447,Omboue,-1.5746,9.2618,72.64,80,51,4.59,GA,2022-07-28 05:33:07
448,448,San Cristobal,7.7669,-72.225,66.38,93,68,1.88,VE,2022-07-28 05:33:08
449,449,Salalah,17.0151,54.0924,77.09,94,100,8.05,OM,2022-07-28 05:33:08
450,450,Calama,-22.4667,-68.9333,43.29,24,87,18.41,CL,2022-07-28 05:33:08
451,451,Namtsy,62.7161,129.6658,91.78,30,13,3.29,RU,2022-07-28 05:33:09
452,452,Morros,-9.4467,-46.3003,65.17,48,0,3.42,BR,2022-07-28 05:33:09
453,453,Gao,16.6362,1.637,86.61,51,100,15.84,ML,2022-07-28 05:33:10
454,454,Beloha,-25.1667,45.05,68.4,54,0,6.73,MG,2022-07-28 05:33:10
455,455,Manado,1.487,124.8455,84.97,84,40,5.75,ID,2022-07-28 05:34:11
456,456,La Rioja,42.25,-2.5,53.38,76,29,1.3,ES,2022-07-28 05:34:11
457,457,Miraflores,19.2167,-98.8083,58.03,91,100,2.71,MX,2022-07-28 05:34:12
458,458,Taunggyi,20.7833,97.0333,82.78,54,7,1.68,MM,2022-07-28 05:34:12
459,459,Santa Marta,11.2408,-74.199,80.65,78,75,6.91,CO,2022-07-28 05:29:31
460,460,Labytnangi,66.6572,66.4183,67.66,53,82,7.11,RU,2022-07-28 05:34:13
462,462,Kidal,18.4411,1.4078,87.78,46,90,13.0,ML,2022-07-28 05:34:13
463,463,Katangli,51.7102,143.2326,59.95,79,67,9.35,RU,2022-07-28 05:34:14
464,464,Kaili,-3.4626,120.2147,72.36,84,98,3.91,ID,2022-07-28 05:34:15
465,465,Joshimath,30.5667,79.5667,75.88,84,99,5.77,IN,2022-07-28 05:34:15
466,466,Denpasar,-8.65,115.2167,83.86,74,40,19.57,ID,2022-07-28 05:30:00
467,467,Sazonovo,59.0919,35.2268,63.25,97,100,1.41,RU,2022-07-28 05:34:16
468,468,Along,28.1667,94.7667,83.7,87,74,3.44,IN,2022-07-28 05:34:17
469,469,Gizo,-8.103,156.8419,83.84,72,15,6.31,SB,2022-07-28 05:34:17
470,470,Kassala,15.451,36.4,78.33,70,90,13.73,SD,2022-07-28 05:34:18
471,471,Yairipok,24.6667,94.0667,86.25,57,51,2.06,IN,2022-07-28 05:34:18
472,472,Ayr,55.4627,-4.6339,51.78,87,0,1.14,GB,2022-07-28 05:34:19
473,473,Honiara,-9.4333,159.95,83.59,74,83,8.84,SB,2022-07-28 05:34:19
474,474,Qui Nhon,13.7667,109.2333,86.67,66,10,11.1,VN,2022-07-28 05:34:20
475,475,Kapit,2.0167,112.9333,94.12,46,41,1.81,MY,2022-07-28 05:34:20
476,476,Nambiyur,11.3667,77.3333,87.39,55,77,3.69,IN,2022-07-28 05:34:20
477,477,Muli,2.9167,73.5667,82.85,73,100,14.74,MV,2022-07-28 05:34:21
478,478,Monte Patria,-30.6919,-70.9467,52.32,83,84,2.48,CL,2022-07-28 05:32:33
479,479,Giovinazzo,41.1864,16.6674,77.31,71,0,4.61,IT,2022-07-28 05:34:22
480,480,Sterling,39.0062,-77.4286,77.94,92,0,5.75,US,2022-07-28 05:34:14
481,481,Phuket,8.0,98.25,90.09,79,20,4.61,TH,2022-07-28 05:33:19
482,482,Beira,-19.8436,34.8389,59.09,94,20,8.05,MZ,2022-07-28 05:34:23
483,483,Arvi,20.9833,78.2333,87.53,61,76,4.27,IN,2022-07-28 05:34:23
484,484,Rio Blanco,18.8333,-97.15,63.1,97,80,1.97,MX,2022-07-28 05:34:24
485,485,Mangrol,21.1167,70.1167,84.47,71,90,8.48,IN,2022-07-28 05:34:24
486,486,Nanakuli,21.3906,-158.1547,82.35,56,0,9.22,US,2022-07-28 05:34:25
487,487,Semey,50.4111,80.2275,89.82,27,40,22.37,KZ,2022-07-28 05:34:25
488,488,Montclair,40.8259,-74.209,78.35,80,0,4.61,US,2022-07-28 05:31:52
489,489,Kuusamo,65.9667,29.1833,57.24,88,100,5.75,FI,2022-07-28 05:34:26
490,490,Otradnoye,59.7775,30.8181,68.88,54,0,5.79,RU,2022-07-28 05:34:27
491,491,Alta Floresta,-9.8756,-56.0861,65.59,50,0,2.51,BR,2022-07-28 05:34:27
492,492,Pingliang,35.5392,106.6861,85.82,25,0,14.38,CN,2022-07-28 05:34:27
493,493,Lalsot,26.5667,76.3333,79.63,85,99,11.1,IN,2022-07-28 05:34:28
494,494,Damavand,35.7178,52.065,82.87,32,87,2.46,IR,2022-07-28 05:34:28
495,495,Ixtapa,20.7,-105.2,80.22,100,40,3.44,MX,2022-07-28 05:34:29
496,496,Huarmey,-10.0681,-78.1522,61.93,88,28,8.43,PE,2022-07-28 05:34:29
497,497,Bria,6.5423,21.9863,70.47,95,100,2.21,CF,2022-07-28 05:34:30
498,498,Colombo,6.9319,79.8478,84.15,72,55,5.06,LK,2022-07-28 05:31:51
499,499,Byron Bay,-28.65,153.6167,65.71,59,0,6.49,AU,2022-07-28 05:34:30
500,500,Bone,51.9669,12.1396,59.83,73,74,4.68,DE,2022-07-28 05:34:31
501,501,Fortuna,40.5982,-124.1573,58.66,91,100,1.01,US,2022-07-28 05:34:00
502,502,Grand Baie,-20.0182,57.5802,74.44,70,3,7.0,MU,2022-07-28 05:34:32
503,503,Nerchinsk,51.9833,116.5833,73.89,47,49,11.74,RU,2022-07-28 05:34:32
504,504,Shushenskoye,53.325,91.9356,74.79,38,3,5.01,RU,2022-07-28 05:35:33
505,505,Sioux Lookout,50.1001,-91.917,55.47,88,75,10.36,CA,2022-07-28 05:35:33
506,506,Avera,33.194,-82.5271,79.56,65,72,6.8,US,2022-07-28 05:31:08
507,507,Kloulklubed,7.0419,134.2556,84.7,70,100,7.18,PW,2022-07-28 05:35:34
508,508,Faanui,-16.4833,-151.75,78.24,77,17,26.19,PF,2022-07-28 05:35:34
509,509,Itarema,-2.9248,-39.9167,76.98,84,78,13.82,BR,2022-07-28 05:35:35
510,510,Comodoro Rivadavia,-45.8667,-67.5,44.46,42,0,18.41,AR,2022-07-28 05:30:37
511,511,Axim,4.8699,-2.2405,75.36,82,89,12.17,GH,2022-07-28 05:35:36
512,512,Mogocha,53.7333,119.7667,71.13,86,70,4.97,RU,2022-07-28 05:35:36
513,513,Bodden Town,19.2833,-81.25,82.92,83,27,1.01,KY,2022-07-28 05:32:30
514,514,Lac Du Bonnet,50.2536,-96.0612,51.21,97,81,5.3,CA,2022-07-28 05:35:37
515,515,Pop,40.8736,71.1089,88.29,18,0,7.99,UZ,2022-07-28 05:35:38
516,516,Petropavlovsk-Kamchatskiy,53.0452,158.6483,72.19,60,40,13.42,RU,2022-07-28 05:35:38
517,517,Aljezur,37.3191,-8.8033,62.17,89,0,10.47,PT,2022-07-28 05:35:39
518,518,Karratha,-20.7377,116.8463,79.54,43,0,16.98,AU,2022-07-28 05:35:39
519,519,Kholm,59.2667,32.85,59.99,89,100,2.71,RU,2022-07-28 05:35:40
520,520,Lata,40.1629,-8.3327,56.43,87,0,1.74,PT,2022-07-28 05:35:40
521,521,Lithakia,37.7167,20.8333,78.17,94,40,3.44,GR,2022-07-28 05:35:41
522,522,Tranas,58.0372,14.9782,57.38,61,10,4.09,SE,2022-07-28 05:35:41
523,523,Porangatu,-13.4408,-49.1486,66.92,41,0,2.77,BR,2022-07-28 05:35:41
524,524,Grand Gaube,-20.0064,57.6608,74.37,70,3,7.0,MU,2022-07-28 05:35:42
525,525,Zhangjiakou,40.81,114.8794,82.99,42,6,4.36,CN,2022-07-28 05:35:42
526,526,Luangwa,-15.6167,30.4167,66.43,59,31,5.86,ZM,2022-07-28 05:35:43
527,527,San Lorenzo,-25.3333,-57.5333,65.59,88,67,2.3,PY,2022-07-28 05:35:43
528,528,Tuy Hoa,13.0833,109.3,91.31,58,13,8.88,VN,2022-07-28 05:35:44
529,529,Padang,-0.9492,100.3543,84.25,59,34,6.08,ID,2022-07-28 05:35:44
530,530,Las Vegas,36.175,-115.1372,81.28,71,40,9.22,US,2022-07-28 05:34:46
531,531,Cockburn Town,21.4612,-71.1419,80.71,76,0,20.13,TC,2022-07-28 05:35:45
532,532,San Jeronimo,-11.9472,-75.2829,44.58,80,46,1.92,PE,2022-07-28 05:35:46
533,533,Hauterive,46.0901,3.4459,56.16,63,18,3.31,FR,2022-07-28 05:35:46
534,534,Eslov,55.8393,13.3039,56.88,90,28,6.85,SE,2022-07-28 05:35:46
535,535,Srandakan,-7.9386,110.2506,83.35,70,74,13.73,ID,2022-07-28 05:35:47
536,536,Udachnyy,66.4167,112.4,89.46,40,15,8.34,RU,2022-07-28 05:35:48
537,537,Price,39.5994,-110.8107,74.12,53,0,11.5,US,2022-07-28 05:34:11
538,538,Vaitape,-16.5167,-151.75,78.24,77,16,26.24,PF,2022-07-28 05:35:49
539,539,Port Lincoln,-34.7333,135.8667,57.49,72,42,8.84,AU,2022-07-28 05:35:49
540,540,Jeremie,18.65,-74.1167,79.23,80,69,5.01,HT,2022-07-28 05:35:49
541,541,Mweka,-4.85,21.5667,72.45,67,80,0.72,CD,2022-07-28 05:35:50
542,542,Antsohihy,-14.8796,47.9875,78.17,47,1,3.4,MG,2022-07-28 05:35:50
543,543,Kamyshevatskaya,46.4132,37.9563,78.84,54,1,6.82,RU,2022-07-28 05:35:51
544,544,Mariel,22.9875,-82.7536,78.94,82,99,13.2,CU,2022-07-28 05:35:51
545,545,Arandis,-22.4167,14.9667,53.01,38,1,2.33,,2022-07-28 05:35:52
546,546,Saint-Pierre,-21.3393,55.4781,74.28,63,40,3.44,RE,2022-07-28 05:35:53
547,547,Svetlaya,46.5389,138.3297,68.45,84,41,8.68,RU,2022-07-28 05:35:53
548,548,Borogontsy,62.6683,131.1683,89.78,34,23,3.58,RU,2022-07-28 05:35:54
549,549,Nampa,43.5407,-116.5635,86.29,34,0,10.36,US,2022-07-28 05:35:54
550,550,San Jose,37.3394,-121.895,67.21,77,20,9.22,US,2022-07-28 05:33:28
551,551,Ramhormoz,31.28,49.6035,96.89,46,21,15.9,IR,2022-07-28 05:35:55
552,552,Hamilton,39.1834,-84.5333,74.88,93,20,3.44,US,2022-07-28 05:34:42
553,553,Qeshm,26.9581,56.2719,91.27,73,90,24.2,IR,2022-07-28 05:36:55
554,554,Hammerfest,70.6634,23.6821,48.65,100,75,11.5,NO,2022-07-28 05:36:56
555,555,Pancas,-19.225,-40.8514,60.71,94,0,0.47,BR,2022-07-28 05:36:57
556,556,Codrington,-38.2667,141.9667,50.76,80,97,7.05,AU,2022-07-28 05:36:57
557,557,Maniitsoq,65.4167,-52.9,40.91,84,38,8.46,GL,2022-07-28 05:36:57
558,558,Tezu,27.9167,96.1667,84.9,78,96,1.3,IN,2022-07-28 05:36:58
559,559,Bonavista,48.6499,-53.1147,58.91,94,6,7.94,CA,2022-07-28 05:36:58
560,560,Keningau,5.3378,116.1602,87.62,65,73,3.56,MY,2022-07-28 05:36:59
561,561,Ziyang,29.2497,117.8547,101.62,38,2,2.86,CN,2022-07-28 05:36:59
562,562,Te Anau,-45.4167,167.7167,41.41,98,100,1.59,NZ,2022-07-28 05:37:00
563,563,Paita,-5.0892,-81.1144,62.82,86,51,12.8,PE,2022-07-28 05:37:00
564,564,Ostrovnoy,68.0531,39.5131,66.38,68,76,17.65,RU,2022-07-28 05:32:14
565,565,Ngorongoro,-3.2397,35.4875,51.1,78,95,7.34,TZ,2022-07-28 05:37:01
566,566,Soskovo,52.7475,35.3828,71.1,73,64,8.9,RU,2022-07-28 05:37:02
567,567,Dongning,44.0622,131.1207,86.14,69,91,6.49,CN,2022-07-28 05:37:02
568,568,Krasnovishersk,60.4078,57.082,72.57,45,54,1.77,RU,2022-07-28 05:37:03
569,569,Osypenko,46.9136,36.8253,82.49,41,0,5.41,UA,2022-07-28 05:37:03
570,570,Bam,29.106,58.357,91.27,40,88,6.44,IR,2022-07-28 05:37:04
571,571,Wattegama,6.7989,81.4808,88.63,54,90,1.1,LK,2022-07-28 05:37:05
572,572,Nelson,-41.2833,173.2833,55.29,89,91,0.63,NZ,2022-07-28 05:34:03
573,573,Sao Borja,-28.6606,-56.0044,66.94,84,65,7.43,BR,2022-07-28 05:37:06
574,574,Arraias,-12.9288,-46.9437,62.65,47,0,4.59,BR,2022-07-28 05:37:06
575,575,Awjilah,29.1081,21.2869,84.76,36,0,7.14,LY,2022-07-28 05:37:07
576,576,Klyuchi,52.2667,79.1667,87.04,26,93,16.24,RU,2022-07-28 05:37:07
577,577,Providencia,28.7167,-111.5833,85.23,65,69,10.2,MX,2022-07-28 05:37:08
578,578,Islahiye,37.025,36.6306,89.19,26,0,2.77,TR,2022-07-28 05:37:08
579,579,Pangoa,-12.1167,-73.0,69.26,85,92,2.59,PE,2022-07-28 05:37:09
580,580,Bucerias,20.75,-105.3333,80.98,100,40,3.44,MX,2022-07-28 05:35:13
581,581,Shyryayeve,47.3805,30.1964,76.59,46,32,11.5,UA,2022-07-28 05:37:10
